Associated Gene Name	Human Ensembl Gene ID	Human Chromosome Name	Human Gene Start (bp)	Human Gene End (bp)	Anole Ensembl Gene ID	Anole Chromosome Name	Anole Chromosome Start (bp)	Anole Chromosome End (bp)	Homology Type
CEP350	ENSG00000135837	1	179923873	180084015	ENSACAG00000001054	4	70532201	70622857	apparent_ortholog_one2one
QSOX1	ENSG00000116260	1	180123969	180173165	ENSACAG00000000955	4	70392296	70481159	ortholog_one2one
LHX4	ENSG00000121454	1	180199421	180249380	ENSACAG00000000857	4	70252824	70351783	ortholog_one2one
ACBD6	ENSG00000135847	1	180244515	180472089	ENSACAG00000004974	4	70103226	70242970	ortholog_one2one
XPR1	ENSG00000143324	1	180601140	180859387	ENSACAG00000004906	4	69924882	69977291	ortholog_one2one
KIAA1614	ENSG00000135835	1	180882290	180920750	ENSACAG00000004897	4	69869413	69904652	ortholog_one2one
STX6	ENSG00000135823	1	180941861	180992047	ENSACAG00000004866	4	69841648	69858805	ortholog_one2one
CACNA1E	ENSG00000198216	1	181382238	181777219	ENSACAG00000000106	4	69088805	69667612	ortholog_one2one
ZNF648	ENSG00000179930	1	182023705	182030847	ENSACAG00000026556	AAWZ02037370	35	1187	apparent_ortholog_one2one
GLUL	ENSG00000135821	1	182350839	182361341	ENSACAG00000008416	GL343712.1	207755	222114	ortholog_one2one
RGSL1	ENSG00000121446	1	182419256	182529734	ENSACAG00000008344	AAWZ02037526	1674	15359	ortholog_one2one
RNASEL	ENSG00000135828	1	182542769	182558391	ENSACAG00000004961	GL343683.1	13053	33071	ortholog_one2one
RGS16	ENSG00000143333	1	182567758	182573543	ENSACAG00000004970	GL343683.1	36315	48348	ortholog_one2one
RGS8	ENSG00000135824	1	182615239	182653711	ENSACAG00000005003	GL343683.1	121615	157551	ortholog_one2one
NPL	ENSG00000135838	1	182758428	182799519	ENSACAG00000005011	GL343203.1	4672277	4693358	ortholog_one2one
DHX9	ENSG00000135829	1	182808504	182856886	ENSACAG00000005023	GL343203.1	4632948	4667095	apparent_ortholog_one2one
LAMC1	ENSG00000135862	1	182992595	183114727	ENSACAG00000005133	GL343203.1	4407499	4553332	ortholog_one2one
LAMC2	ENSG00000058085	1	183155373	183214035	ENSACAG00000005260	GL343203.1	4316352	4359462	ortholog_one2one
NMNAT2	ENSG00000157064	1	183217372	183387737	ENSACAG00000005378	GL343203.1	4205981	4316023	ortholog_one2one
SMG7	ENSG00000116698	1	183441351	183567381	ENSACAG00000014989	GL343203.1	4100711	4169148	ortholog_one2one
APOBEC4	ENSG00000173627	1	183615541	183622451	ENSACAG00000015192	GL343203.1	4021684	4022733	ortholog_one2one
GLT25D2	ENSG00000198756	1	183898796	184006863	ENSACAG00000015282	GL343203.1	3826745	3853048	ortholog_one2one
C1orf21	ENSG00000116667	1	184356192	184598154	ENSACAG00000002719	GL343203.1	3438756	3586752	ortholog_one2one
EDEM3	ENSG00000116406	1	184659365	184724047	ENSACAG00000002542	GL343203.1	3370331	3423316	ortholog_one2one
FAM129A	ENSG00000135842	1	184759858	184943682	ENSACAG00000002460	GL343203.1	3319634	3368906	ortholog_one2one
RNF2	ENSG00000121481	1	185014496	185071740	ENSACAG00000002433	GL343203.1	3228926	3235741	ortholog_one2one
TRMT1L	ENSG00000121486	1	185087220	185126204	ENSACAG00000002342	GL343203.1	3202636	3225737	ortholog_one2one
SWT1	ENSG00000116668	1	185126212	185260897	ENSACAG00000002276	GL343203.1	3163445	3197811	ortholog_one2one
IVNS1ABP	ENSG00000116679	1	185265520	185286461	ENSACAG00000002224	GL343203.1	3103451	3123862	ortholog_one2one
HMCN1	ENSG00000143341	1	185703683	186160085	ENSACAG00000002067	GL343203.1	2588388	2828895	ortholog_one2one
PRG4	ENSG00000116690	1	186265405	186283694	ENSACAG00000001824	GL343203.1	2499722	2541877	ortholog_one2one
TPR	ENSG00000047410	1	186282954	186344825	ENSACAG00000001452	GL343203.1	2433509	2499533	ortholog_one2one
C1orf27	ENSG00000157181	1	186344890	186390510	ENSACAG00000001399	GL343203.1	2407266	2432150	ortholog_one2one
PDC	ENSG00000116703	1	186412698	186430254	ENSACAG00000001373	GL343203.1	2379564	2388905	ortholog_one2one
PTGS2	ENSG00000073756	1	186640923	186649559	ENSACAG00000001178	GL343203.1	2256271	2268823	ortholog_one2one
PLA2G4A	ENSG00000116711	1	186798085	186958113	ENSACAG00000001864	GL343203.1	1975187	2077718	ortholog_one2one
FAM5C	ENSG00000162670	1	190066792	190446759	ENSACAG00000024675	GL343203.1	28393	166778	ortholog_one2one
RGS18	ENSG00000150681	1	192127587	192154945	ENSACAG00000021143	GL343267.1	1732242	1740223	ortholog_one2one
RGS21	ENSG00000253148	1	192286122	192336415	ENSACAG00000004213	GL343267.1	1653528	1662937	ortholog_one2one
RGS1	ENSG00000090104	1	192544857	192549161	ENSACAG00000004236	GL343267.1	1551717	1561081	ortholog_one2one
RGS13	ENSG00000127074	1	192605275	192629390	ENSACAG00000023546	GL343267.1	1487696	1499034	ortholog_one2one
RGS2	ENSG00000116741	1	192778169	192781403	ENSACAG00000008397	GL343267.1	1403842	1409323	ortholog_one2one
UCHL5	ENSG00000116750	1	192984889	193029237	ENSACAG00000008306	GL343267.1	1246898	1267947	ortholog_one2one
TROVE2	ENSG00000116747	1	193028552	193060907	ENSACAG00000008263	GL343267.1	1230078	1240012	ortholog_one2one
GLRX2	ENSG00000023572	1	193065598	193075244	ENSACAG00000008260	GL343267.1	1219775	1223389	ortholog_one2one
B3GALT2	ENSG00000162630	1	193148175	193155784	ENSACAG00000008256	GL343267.1	1134156	1135418	ortholog_one2one
KCNT2	ENSG00000162687	1	196194909	196577541	ENSACAG00000008118	GL343440.1	440801	727196	ortholog_one2one
F13B	ENSG00000143278	1	197008321	197036397	ENSACAG00000009267	GL343432.1	225922	249641	ortholog_one2one
ASPM	ENSG00000066279	1	197053258	197115824	ENSACAG00000009332	GL343432.1	254266	288658	ortholog_one2one
ZBTB41	ENSG00000177888	1	197127572	197169672	ENSACAG00000009459	GL343432.1	295887	312312	ortholog_one2one
CRB1	ENSG00000134376	1	197170592	197447585	ENSACAG00000009487	GL343432.1	391654	482186	ortholog_one2one
DENND1B	ENSG00000213047	1	197473878	197744826	ENSACAG00000009544	GL343432.1	504020	712642	ortholog_one2one
LHX9	ENSG00000143355	1	197881618	197904608	ENSACAG00000014568	GL343211.1	6713	41905	ortholog_one2one
NEK7	ENSG00000151414	1	198126093	198291550	ENSACAG00000014482	GL343211.1	213841	299458	ortholog_one2one
ATP6V1G3	ENSG00000151418	1	198492352	198510075	ENSACAG00000029478	GL343211.1	436310	467748	ortholog_one2one
PTPRC	ENSG00000081237	1	198607801	198726545	ENSACAG00000006365	GL343211.1	522728	659144	ortholog_one2one
NR5A2	ENSG00000116833	1	199996730	200146552	ENSACAG00000006301	GL343211.1	1413223	1562437	ortholog_one2one
ZNF281	ENSG00000162702	1	200375827	200379184	ENSACAG00000006286	GL343211.1	1731511	1734147	ortholog_one2one
KIF14	ENSG00000118193	1	200520628	200589862	ENSACAG00000006242	GL343211.1	1820939	1862320	ortholog_one2one
DDX59	ENSG00000118197	1	200593024	200639097	ENSACAG00000006225	GL343211.1	1864535	1881144	ortholog_one2one
CAMSAP2	ENSG00000118200	1	200708686	200829832	ENSACAG00000006193	GL343211.1	1909973	2024108	ortholog_one2one
GPR25	ENSG00000170128	1	200842083	200843306	ENSACAG00000010089	4	124716470	124717423	ortholog_one2one
C1orf106	ENSG00000163362	1	200860176	200884863	ENSACAG00000010063	4	124649602	124684270	ortholog_one2one
KIF21B	ENSG00000116852	1	200938520	200992828	ENSACAG00000009963	4	124567118	124643524	ortholog_one2one
CACNA1S	ENSG00000081248	1	201008642	201081694	ENSACAG00000009520	4	124468798	124552020	ortholog_one2one
TMEM9	ENSG00000116857	1	201103900	201140702	ENSACAG00000003471	4	131068749	131098371	ortholog_one2one
IGFN1	ENSG00000163395	1	201159953	201198080	ENSACAG00000003494	4	131157664	131211879	ortholog_one2one
PKP1	ENSG00000081277	1	201252580	201302121	ENSACAG00000003509	4	131268581	131318455	ortholog_one2one
TNNT2	ENSG00000118194	1	201328136	201346890	ENSACAG00000003593	4	131354171	131387660	ortholog_one2one
LAD1	ENSG00000159166	1	201342372	201368736	ENSACAG00000028869	4	131405997	131438908	ortholog_one2one
TNNI1	ENSG00000159173	1	201373625	201398994	ENSACAG00000003672	4	131460969	131469155	ortholog_one2one
PHLDA3	ENSG00000174307	1	201434620	201438365	ENSACAG00000003708	4	131522121	131522549	ortholog_one2one
CSRP1	ENSG00000159176	1	201452658	201478584	ENSACAG00000003710	4	131542858	131576325	ortholog_one2one
AC096677.1	ENSG00000269690	1	201592013	201592738	ENSACAG00000027152	4	132273144	132273950	ortholog_one2one
NAV1	ENSG00000134369	1	201592411	201796102	ENSACAG00000003925	4	132003597	132043808	ortholog_one2one
IPO9	ENSG00000198700	1	201798269	201853422	ENSACAG00000005261	4	133858936	133887435	ortholog_one2one
SHISA4	ENSG00000198892	1	201857808	201861434	ENSACAG00000005028	4	133635082	133645251	ortholog_one2one
LMOD1	ENSG00000163431	1	201865580	201915715	ENSACAG00000005019	4	133590408	133620412	ortholog_one2one
TIMM17A	ENSG00000134375	1	201924619	201939789	ENSACAG00000004996	4	133579498	133589730	ortholog_one2one
RNPEP	ENSG00000176393	1	201951500	201975275	ENSACAG00000004050	4	132378828	132394128	ortholog_one2one
ELF3	ENSG00000163435	1	201977073	201986316	ENSACAG00000004148	4	132396259	132420457	ortholog_one2one
GPR37L1	ENSG00000170075	1	202091986	202098640	ENSACAG00000004195	4	132546153	132559821	ortholog_one2one
ARL8A	ENSG00000143862	1	202102532	202113869	ENSACAG00000004202	4	132533452	132624497	ortholog_one2one
PTPN7	ENSG00000143851	1	202116141	202130716	ENSACAG00000004209	4	132632647	132662267	ortholog_one2one
LGR6	ENSG00000133067	1	202163029	202288909	ENSACAG00000004485	4	132886210	132940087	ortholog_one2one
UBE2T	ENSG00000077152	1	202300785	202311108	ENSACAG00000028388	4	132945037	132963599	ortholog_one2one
PPP1R12B	ENSG00000077157	1	202317827	202557697	ENSACAG00000003745	4	131587992	131761342	ortholog_one2one
SYT2	ENSG00000143858	1	202559724	202679545	ENSACAG00000003847	4	131779953	131966641	ortholog_one2one
KDM5B	ENSG00000117139	1	202696526	202778598	ENSACAG00000005107	4	133781884	133846309	ortholog_one2one
RABIF	ENSG00000183155	1	202848085	202858263	ENSACAG00000005095	4	133731091	133732999	ortholog_one2one
KLHL12	ENSG00000117153	1	202860228	202897764	ENSACAG00000005031	4	133704511	133726541	apparent_ortholog_one2one
ADIPOR1	ENSG00000159346	1	202909951	202927700	ENSACAG00000002429	GL344118.1	30058	52076	ortholog_one2one
TMEM183A	ENSG00000163444	1	202976514	202993976	ENSACAG00000004942	4	133499464	133513924	ortholog_one2one
PPFIA4	ENSG00000143847	1	202995626	203047868	ENSACAG00000004833	4	133326844	133435095	ortholog_one2one
MYOG	ENSG00000122180	1	203052260	203055164	ENSACAG00000004818	4	133320820	133326597	ortholog_one2one
ADORA1	ENSG00000163485	1	203059782	203136533	ENSACAG00000004809	4	133197917	133262336	ortholog_one2one
CHIT1	ENSG00000133063	1	203181955	203242769	ENSACAG00000026507	AAWZ02040495	1046	5269	ortholog_one2one
BTG2	ENSG00000159388	1	203274619	203278730	ENSACAG00000009974	4	118853386	118857385	ortholog_one2one
FMOD	ENSG00000122176	1	203309753	203320617	ENSACAG00000002165	4	118742803	118768180	ortholog_one2one
PRELP	ENSG00000188783	1	203444956	203460480	ENSACAG00000002144	4	118598704	118628063	ortholog_one2one
OPTC	ENSG00000188770	1	203463271	203477992	ENSACAG00000002051	4	118566470	118588425	ortholog_one2one
ATP2B4	ENSG00000058668	1	203595689	203713209	ENSACAG00000010151	4	118124025	118228762	ortholog_one2one
ZC3H11A	ENSG00000058673	1	203764782	203823252	ENSACAG00000010077	4	118062486	118098807	ortholog_one2one
ZBED6	ENSG00000257315	1	203765437	203769686	ENSACAG00000028545	GL343466.1	303433	306099	ortholog_one2one
SNRPE	ENSG00000182004	1	203830731	203839678	ENSACAG00000010067	4	118051895	118059533	ortholog_one2one
SOX13	ENSG00000143842	1	204042243	204096863	ENSACAG00000010028	4	117913677	117950429	ortholog_one2one
ETNK2	ENSG00000143845	1	204100190	204121307	ENSACAG00000009951	4	117870798	117902598	ortholog_one2one
REN	ENSG00000143839	1	204123944	204135465	ENSACAG00000007697	4	117848168	117862471	ortholog_one2one
GOLT1A	ENSG00000174567	1	204167288	204183220	ENSACAG00000029607	4	117829373	117839872	ortholog_one2one
PLEKHA6	ENSG00000143850	1	204190349	204346793	ENSACAG00000007602	4	117565671	117816395	apparent_ortholog_one2one
PPP1R15B	ENSG00000158615	1	204372515	204380919	ENSACAG00000007599	4	117547129	117549582	ortholog_one2one
PIK3C2B	ENSG00000133056	1	204391756	204463852	ENSACAG00000007419	4	117432525	117536579	ortholog_one2one
LRRN2	ENSG00000170382	1	204586298	204654861	ENSACAG00000007344	4	117287939	117290089	ortholog_one2one
NFASC	ENSG00000163531	1	204797779	204991950	ENSACAG00000013660	4	116474297	116665984	ortholog_one2one
CNTN2	ENSG00000184144	1	205012325	205047627	ENSACAG00000013863	4	116352769	116405173	ortholog_one2one
TMEM81	ENSG00000174529	1	205052258	205053645	ENSACAG00000014227	4	116339137	116339916	ortholog_one2one
RBBP5	ENSG00000117222	1	205055270	205091143	ENSACAG00000014232	4	116301007	116333210	ortholog_one2one
DSTYK	ENSG00000133059	1	205111632	205180727	ENSACAG00000014313	4	116222328	116276851	ortholog_one2one
TMCC2	ENSG00000133069	1	205197304	205242471	ENSACAG00000014434	4	116088616	116200909	ortholog_one2one
NUAK2	ENSG00000163545	1	205271187	205290883	ENSACAG00000014491	4	115983297	116003834	ortholog_one2one
KLHDC8A	ENSG00000162873	1	205305220	205326166	ENSACAG00000014572	4	115902973	115919124	ortholog_one2one
CDK18	ENSG00000117266	1	205473723	205501921	ENSACAG00000014284	GL343228.1	249327	282841	ortholog_one2one
MFSD4	ENSG00000174514	1	205538013	205572046	ENSACAG00000014261	GL343228.1	325211	384423	ortholog_one2one
ELK4	ENSG00000158711	1	205577071	205601090	ENSACAG00000014244	GL343228.1	396439	426386	ortholog_one2one
NUCKS1	ENSG00000069275	1	205681947	205719404	ENSACAG00000012396	GL343228.1	600003	632085	ortholog_one2one
RAB7L1	ENSG00000117280	1	205737114	205744588	ENSACAG00000012440	GL343228.1	644215	666202	ortholog_one2one
SLC41A1	ENSG00000133065	1	205758221	205782876	ENSACAG00000012492	GL343228.1	670549	711359	ortholog_one2one
PM20D1	ENSG00000162877	1	205797150	205819260	ENSACAG00000012585	GL343228.1	749841	785432	ortholog_one2one
SLC26A9	ENSG00000174502	1	205882176	205912588	ENSACAG00000012642	GL343228.1	791752	865439	ortholog_one2one
CTSE	ENSG00000196188	1	206317459	206332104	ENSACAG00000012795	GL343228.1	943991	955393	ortholog_one2one
IKBKE	ENSG00000143466	1	206643791	206670223	ENSACAG00000013031	GL343228.1	1371328	1431262	ortholog_one2one
RASSF5	ENSG00000136653	1	206680879	206762616	ENSACAG00000007681	GL343228.1	1459532	1577763	ortholog_one2one
EIF2D	ENSG00000143486	1	206744620	206785904	ENSACAG00000007724	GL343228.1	1583632	1614397	ortholog_one2one
DYRK3	ENSG00000143479	1	206808881	206857764	ENSACAG00000007799	GL343228.1	1652871	1654421	ortholog_one2one
MAPKAPK2	ENSG00000162889	1	206858289	206907628	ENSACAG00000007803	GL343228.1	1708353	1811248	ortholog_one2one
IL10	ENSG00000136634	1	206940947	206945839	ENSACAG00000007877	GL343228.1	1854207	1864811	ortholog_one2one
IL24	ENSG00000162892	1	207070788	207077484	ENSACAG00000007947	GL343228.1	1949292	1953668	ortholog_one2one
C1orf116	ENSG00000182795	1	207191866	207206101	ENSACAG00000013874	GL343228.1	2060890	2074437	ortholog_one2one
YOD1	ENSG00000180667	1	207217194	207226325	ENSACAG00000013857	GL343228.1	2100891	2105951	ortholog_one2one
PFKFB2	ENSG00000123836	1	207222801	207254369	ENSACAG00000013698	GL343228.1	2114584	2150754	ortholog_one2one
CD34	ENSG00000174059	1	208057594	208084747	ENSACAG00000008223	GL343255.1	1786103	1831688	ortholog_one2one
PLXNA2	ENSG00000076356	1	208195587	208417665	ENSACAG00000029612	GL343255.1	1120611	1642275	ortholog_one2one
CAMK1G	ENSG00000008118	1	209757062	209787283	ENSACAG00000005654	4	125834990	125893150	ortholog_one2one
LAMB3	ENSG00000196878	1	209788215	209825811	ENSACAG00000005756	4	125895133	125933194	ortholog_one2one
G0S2	ENSG00000123689	1	209848765	209849733	ENSACAG00000005822	4	126025596	126025913	ortholog_one2one
HSD11B1	ENSG00000117594	1	209859510	209908295	ENSACAG00000005823	4	126062923	126080100	ortholog_one2one
TRAF3IP3	ENSG00000009790	1	209929377	209955668	ENSACAG00000005896	4	126090683	126106002	ortholog_one2one
C1orf74	ENSG00000162757	1	209955661	209957904	ENSACAG00000005927	4	126143612	126144424	ortholog_one2one
IRF6	ENSG00000117595	1	209959036	209979465	ENSACAG00000005931	4	126158202	126177093	ortholog_one2one
DIEXF	ENSG00000117597	1	210001352	210030910	ENSACAG00000001292	1	236886951	236904674	ortholog_one2one
SYT14	ENSG00000143469	1	210111538	210337636	ENSACAG00000001401	1	236968894	237084075	ortholog_one2one
SERTAD4	ENSG00000082497	1	210406144	210419976	ENSACAG00000001441	1	237144861	237166244	ortholog_one2one
KCNH1	ENSG00000143473	1	210856555	211307457	ENSACAG00000001495	1	237491289	237757502	ortholog_one2one
RCOR3	ENSG00000117625	1	211431719	211489727	ENSACAG00000016406	1	237824268	237849252	ortholog_one2one
TRAF5	ENSG00000082512	1	211499957	211548288	ENSACAG00000016371	1	237878020	237899978	ortholog_one2one
RD3	ENSG00000198570	1	211649864	211666259	ENSACAG00000016362	1	237921217	237949248	ortholog_one2one
SLC30A1	ENSG00000170385	1	211744910	211752084	ENSACAG00000023901	AAWZ02037424	12988	16612	ortholog_one2one
NEK2	ENSG00000117650	1	211836114	211848960	ENSACAG00000016319	1	238093862	238109849	ortholog_one2one
LPGAT1	ENSG00000123684	1	211916799	212004114	ENSACAG00000016289	1	238152440	238233503	ortholog_one2one
INTS7	ENSG00000143493	1	212113741	212208884	ENSACAG00000006668	1	238280644	238332335	ortholog_one2one
DTL	ENSG00000143476	1	212208919	212280742	ENSACAG00000006628	1	238332217	238360696	ortholog_one2one
TMEM206	ENSG00000065600	1	212537273	212588243	ENSACAG00000006381	1	238495061	238511622	ortholog_one2one
NENF	ENSG00000117691	1	212606229	212619714	ENSACAG00000006366	1	238523110	238527967	ortholog_one2one
ATF3	ENSG00000162772	1	212738676	212794119	ENSACAG00000006353	1	238611997	238623623	ortholog_one2one
BATF3	ENSG00000123685	1	212859760	212873327	ENSACAG00000006345	1	238656004	238660273	ortholog_one2one
NSL1	ENSG00000117697	1	212899495	212965124	ENSACAG00000006336	1	238672110	238696319	ortholog_one2one
TATDN3	ENSG00000203705	1	212965170	212989968	ENSACAG00000006315	1	238696477	238709729	ortholog_one2one
FLVCR1	ENSG00000162769	1	213031597	213072705	ENSACAG00000028528	1	238736349	238743299	ortholog_one2one
VASH2	ENSG00000143494	1	213123862	213165379	ENSACAG00000006244	1	238762713	238807845	ortholog_one2one
ANGEL2	ENSG00000174606	1	213165524	213189168	ENSACAG00000006224	1	238810538	238827433	ortholog_one2one
RPS6KC1	ENSG00000136643	1	213224589	213448116	ENSACAG00000006181	1	238840457	238968557	apparent_ortholog_one2one
PROX1	ENSG00000117707	1	214156524	214214853	ENSACAG00000006174	1	239572350	239640360	ortholog_one2one
SMYD2	ENSG00000143499	1	214454445	214510474	ENSACAG00000006117	1	239783017	239840918	ortholog_one2one
PTPN14	ENSG00000152104	1	214530851	214725792	ENSACAG00000005904	1	239848811	239931076	ortholog_one2one
CENPF	ENSG00000117724	1	214776538	214837931	ENSACAG00000005901	1	240010792	240052996	ortholog_one2one
KCNK2	ENSG00000082482	1	215179118	215410436	ENSACAG00000005812	1	240267561	240387277	ortholog_one2one
KCTD3	ENSG00000136636	1	215740735	215795149	ENSACAG00000017622	1	240524171	240580811	ortholog_one2one
ESRRG	ENSG00000196482	1	216676588	217311097	ENSACAG00000005586	1	241203514	241394073	ortholog_one2one
GPATCH2	ENSG00000092978	1	217600334	217804424	ENSACAG00000014945	1	241876530	242029309	ortholog_one2one
SPATA17	ENSG00000162814	1	217804666	218045038	ENSACAG00000014917	1	242028477	242096082	ortholog_one2one
RRP15	ENSG00000067533	1	218458629	218511325	ENSACAG00000014906	1	242429931	242465101	ortholog_one2one
TGFB2	ENSG00000092969	1	218519577	218617961	ENSACAG00000001183	1	242486323	242630450	ortholog_one2one
LYPLAL1	ENSG00000143353	1	219347186	219386207	ENSACAG00000029073	1	242909446	242946028	ortholog_one2one
SLC30A10	ENSG00000196660	1	219858769	220131989	ENSACAG00000001203	1	243174239	243181493	ortholog_one2one
EPRS	ENSG00000136628	1	220141943	220220000	ENSACAG00000001213	1	243199238	243257384	ortholog_one2one
BPNT1	ENSG00000162813	1	220230824	220263804	ENSACAG00000001459	1	243259730	243271730	ortholog_one2one
IARS2	ENSG00000067704	1	220267444	220321380	ENSACAG00000001566	1	243279117	243316004	ortholog_one2one
RAB3GAP2	ENSG00000118873	1	220321635	220445796	ENSACAG00000001769	1	243317690	243377573	ortholog_one2one
MARK1	ENSG00000116141	1	220701568	220837803	ENSACAG00000001802	1	243423526	243521999	ortholog_one2one
HLX	ENSG00000136630	1	221051699	221059124	ENSACAG00000002042	1	243672632	243682671	ortholog_one2one
DUSP10	ENSG00000143507	1	221874766	221915518	ENSACAG00000002102	1	244005458	244065052	ortholog_one2one
HHIPL2	ENSG00000143512	1	222695602	222721445	ENSACAG00000002130	1	244356181	244385967	ortholog_one2one
